1,22.562
2,22.625
3,22.625
4,22.687
5,22.687
6,22.75
7,22.75
8,22.75
9,22.812
10,22.812
11,22.812
12,22.812
13,22.625
14,22.5
15,22.437
16,22.25
17,22.125
18,22.125
19,22.062
20,21.937
21,21.875
22,21.812
23,21.687
24,21.625
25,21.5
26,21.375
27,21.312
28,21.187
29,21.125
30,21.0
31,20.937
32,20.812
33,20.75
34,20.625
35,20.562
36,20.437
37,20.375
38,20.25
39,20.187
40,20.187
41,20.0
42,19.937
43,19.875
44,19.75
45,19.687
46,19.625
47,19.5
48,19.437
49,19.375
50,19.312
51,19.187
52,19.125
53,19.062
54,19.0
55,18.875
56,18.812
57,18.75
58,18.687
59,18.625
60,18.562
61,18.5
62,18.437
63,18.312
64,18.25
65,18.187
66,18.125
67,18.062
68,18.0
69,17.937
70,17.875
71,17.812
72,17.75
73,17.687
74,17.625
75,17.562
76,17.5
77,17.5
78,17.437
79,17.375
80,17.312
81,17.25
82,17.187
83,17.125
84,17.125
85,17.062
86,17.0
87,17.0
88,16.937
89,16.937
90,16.875
91,16.812
92,16.812
93,16.687
94,16.687
95,16.562
96,16.5
97,16.437
98,16.437
99,16.375
100,16.312
101,16.25
102,16.187
103,16.125
104,16.062
105,16.0
106,15.937
107,15.937
108,15.812
109,15.75
110,15.75
111,15.687
112,15.625
113,15.562
114,15.562
115,15.5
116,15.437
117,15.375
118,15.312
119,15.312
120,15.25
121,15.187
122,15.125
123,15.125
124,15.062
125,15.0
126,14.937
127,14.937
128,14.875
129,14.875
130,14.812
131,14.75
132,14.75
133,14.687
134,14.625
135,14.625
136,14.562
137,14.5
138,14.5
139,14.437
140,14.437
141,14.375
142,14.375
143,14.312
144,14.25
145,14.25
146,14.187
147,14.125
148,14.125
149,14.062
150,14.062
151,14.0
152,14.0
153,13.937
154,13.937
155,13.937
156,13.875
157,13.812
158,13.812
159,13.812
160,13.75
161,13.75
162,13.687
163,13.687
164,13.687
165,13.625
166,13.625
167,13.562
168,13.562
169,13.562
170,13.5
171,13.5
172,13.5
173,13.437
174,13.437
175,13.375
176,13.375
177,13.375
178,13.312
179,13.312
180,13.25
181,13.25
182,13.25
183,13.187
184,13.187
185,13.187
186,13.125
187,13.125
188,13.062
189,13.062
190,13.062
191,13.062
192,13.062
193,13.062
194,13.0
195,13.0
196,13.0
197,12.937
198,12.937
199,12.937
200,12.875
201,12.875
202,12.875
203,12.812
204,12.812
205,12.812
206,12.812
207,12.75
208,12.75
209,12.75
210,12.687
211,12.687
212,12.687
213,12.625
214,12.625
215,12.625
216,12.625
217,12.562
218,12.562
219,12.562
220,12.562
221,12.562
222,12.5
223,12.5
224,12.5
225,12.5
226,12.5
227,12.437
228,12.437
229,12.437
230,12.437
231,12.375
232,12.375
233,12.375
234,12.375
235,12.375
236,12.375
237,12.312
238,12.312
239,12.312
240,12.312
241,12.312
242,12.25
243,12.25
244,12.25
245,12.25
246,12.187
247,12.187
248,12.187
249,12.187
250,12.187
251,12.125
252,12.125
253,12.125
254,12.125
255,12.125
256,12.125
257,12.062
258,12.062
259,12.062
260,12.062
261,12.062
262,12.0
263,12.0
264,12.0
265,12.0
266,11.937
267,11.937
268,11.937
269,11.937
270,11.937
271,11.875
272,11.875
273,11.875
274,11.875
275,11.875
276,11.875
277,11.812
278,11.812
279,11.812
280,11.812
281,11.812
282,11.812
283,11.812
284,11.812
285,11.812
286,11.812
287,11.812
288,11.812
289,11.75
290,11.75
291,11.75
292,11.75
293,11.75
294,11.75
295,11.75
296,11.75
297,11.687
298,11.687
299,11.687
300,11.687
301,11.687
302,11.625
303,11.625
304,11.625
305,11.625
306,11.625
307,11.625
308,11.562
309,11.562
310,11.562
311,11.562
312,11.562
313,11.562
314,11.562
315,11.5
316,11.5
317,11.5
318,11.5
319,11.5
320,11.5
321,11.5
322,11.5
323,11.5
324,11.5
325,11.5
326,11.437
327,11.437
328,11.437
329,11.437
330,11.437
331,11.437
332,11.437
333,11.437
334,11.437
335,11.437
336,11.437
337,11.437
338,11.437
339,11.437
340,11.437
341,11.375
342,11.375
343,11.375
344,11.375
345,11.375
346,11.375
347,11.375
348,11.312
349,11.312
350,11.312
351,11.312
352,11.312
353,11.312
354,11.312
355,11.312
356,11.312
357,11.25
358,11.312
359,11.25
360,11.312
361,11.312
362,11.25
363,11.25
364,11.25
365,11.25
366,11.25
367,11.25
368,11.25
369,11.187
370,11.187
371,11.187
372,11.187
373,11.187
374,11.187
375,11.187
376,11.187
377,11.187
378,11.187
379,11.187
380,11.125
381,11.125
382,11.125
383,11.125
384,11.125
385,11.125
386,11.125
387,11.125
388,11.125
389,11.125
390,11.125
391,11.125
392,11.062
393,11.062
394,11.062
395,11.062
396,11.062
397,11.062
398,11.062
399,11.062
400,11.062
401,11.062
402,11.062
403,11.062
404,11.062
405,11.0
406,11.0
407,11.0
408,11.0
409,11.0
410,11.0
411,11.0
412,11.0
413,11.0
414,11.0
415,11.0
416,11.0
417,11.0
418,10.937
419,10.937
420,10.937
421,10.937
422,10.937
423,10.937
424,10.937
425,10.937
426,10.937
427,10.937
428,10.937
429,10.937
430,10.937
431,10.937
432,10.937
433,10.937
434,10.875
435,10.875
436,10.875
437,10.875
438,10.875
439,10.875
440,10.875
441,10.875
442,10.875
443,10.875
444,10.875
445,10.875
446,10.875
447,10.875
448,10.875
449,10.875
450,10.875
451,10.875
452,10.875
453,10.875
454,10.875
455,10.875
456,10.812
457,10.812
458,10.812
459,10.812
460,10.875
461,10.875
462,10.875
463,10.812
464,10.875
465,10.812
466,10.812
467,10.812
468,10.812
469,10.812
470,10.812
471,10.812
472,10.812
473,10.812
474,10.812
475,10.812
476,10.812
477,10.812
478,10.812
479,10.812
480,10.812
481,10.812
482,10.812
483,10.812
484,10.812
485,10.812
486,10.812
487,10.812
488,10.812
489,10.812
490,10.812
491,10.812
492,10.812
493,10.812
494,10.812
495,10.812
496,10.812
497,10.75
498,10.75
499,10.75
500,10.75
501,10.75
502,10.75
503,10.75
504,10.75
505,10.75
506,10.75
507,10.812
508,10.812
509,10.75
510,10.75
511,10.75
512,10.75
513,10.75
514,10.75
515,10.75
516,10.75
517,10.75
518,10.75
519,10.75
520,10.75
521,10.75
522,10.75
523,10.75
524,10.75
525,10.75
526,10.75
527,10.75
528,10.75
529,10.75
530,10.75
531,10.75
532,10.75
533,10.75
534,10.75
535,10.75
536,10.75
537,10.75
538,10.75
539,10.75
540,10.75
541,10.75
542,10.75
543,10.75
544,10.75
545,10.687
546,10.75
547,10.75
548,10.75
549,10.687
550,10.687
551,10.687
552,10.75
553,10.687
554,10.687
555,10.687
556,10.687
557,10.687
558,10.687
559,10.687
560,10.687
561,10.687
562,10.687
563,10.687
564,10.687
565,10.687
566,10.687
567,10.687
568,10.687
569,10.687
570,10.687
571,10.687
572,10.687
573,10.687
574,10.687
575,10.687
576,10.687
577,10.687
578,10.687
579,10.687
580,10.687
581,10.687
582,10.687
583,10.687
584,10.687
585,10.687
586,10.687
587,10.687
588,10.687
589,10.687
590,10.687
591,10.687
592,10.687
593,10.687
594,10.687
595,10.687
596,10.687
597,10.687
598,10.687
599,10.687
600,10.687
601,10.687
602,10.687
603,10.687
604,10.687
605,10.687
606,10.625
607,10.687
608,10.687
609,10.687
610,10.625
611,10.687
612,10.687
613,10.687
614,10.687
615,10.625
616,10.687
617,10.687
618,10.687
619,10.687
620,10.625
621,10.625
622,10.687
623,10.625
624,10.687
625,10.687
626,10.687
627,10.687
628,10.687
629,10.687
630,10.687
631,10.625
632,10.687
633,10.625
634,10.625
635,10.625
636,10.625
637,10.625
638,10.625
639,10.625
640,10.625
641,10.625
642,10.687
643,10.625
644,10.625
645,10.625
646,10.625
647,10.625
648,10.625
649,10.625
650,10.625
651,10.625
652,10.625
653,10.625
654,10.625
655,10.625
656,10.625
657,10.625
658,10.625
659,10.625
660,10.625
661,10.625
662,10.625
663,10.625
664,10.625
665,10.625
666,10.625
667,10.625
668,10.625
669,10.625
670,10.625
671,10.625
672,10.625
673,10.625
674,10.625
675,10.625
676,10.625
677,10.625
678,10.625
679,10.625
680,10.625
681,10.625
682,10.625
683,10.625
684,10.625
685,10.625
686,10.625
687,10.625
688,10.625
689,10.625
690,10.625
691,10.625
692,10.625
693,10.625
694,10.625
695,10.625
696,10.625
697,10.625
698,10.625
699,10.625
700,10.625
701,10.625
702,10.625
703,10.625
704,10.625
705,10.625
706,10.625
707,10.625
708,10.625
709,10.625
710,10.625
711,10.625
712,10.625
713,10.625
714,10.625
715,10.625
716,10.625
717,10.625
718,10.625
719,10.625
720,10.625
721,10.625
722,10.625
723,10.625
724,10.625
725,10.625
726,10.625
727,10.625
728,10.625
729,10.625
730,10.625
731,10.625
732,10.625
733,10.625
734,10.625
735,10.625
736,10.625
737,10.625
738,10.625
739,10.625
740,10.625
741,10.625
742,10.625
743,10.625
744,10.625
745,10.625
746,10.625
747,10.625
748,10.625
749,10.625
750,10.625
751,10.625
752,10.625
753,10.625
754,10.625
755,10.625
756,10.625
757,10.625
758,10.625
759,10.625
760,10.625
761,10.687
762,10.625
763,10.625
